City,Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Home Goals,Home Behinds,Away Goals,Away Behinds,Home Odds,Away Odds,Rain,URL
Sydney,23/07/2016,13:45,Sydney,Carlton,SCG,74,68,10,14,10,8,1.05,8.92,5.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-873151344&p_stn_num=066073
Melbourne,22/07/2016,19:50,Collingwood,North Melbourne,Etihad Stadium,84,124,12,12,18,16,1.92,1.86,8.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Brisbane,17/07/2016,16:40,Brisbane,GWS Giants,Gabba,67,146,9,13,22,14,7.38,1.09,12.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-334797792&p_stn_num=040913
Melbourne,17/07/2016,15:20,St Kilda,Melbourne,Etihad Stadium,110,74,15,20,11,8,2.17,1.68,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,17/07/2016,13:10,Carlton,West Coast,MCG,75,82,11,9,12,10,5.15,1.16,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Adelaide,16/07/2016,19:10,Adelaide,Collingwood,Adelaide Oval,97,69,14,13,10,9,1.17,5.05,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Cairns,16/07/2016,19:25,Western Bulldogs,Gold Coast,Cazaly’s Stadium,107,59,15,17,8,11,1.1,6.76,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-194935783&p_stn_num=031218
Melbourne,16/07/2016,16:35,North Melbourne,Port Adelaide,Etihad Stadium,77,105,10,17,16,9,1.39,2.95,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,16/07/2016,13:40,Richmond,Essendon,MCG,102,83,16,6,11,17,1.16,5.19,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,15/07/2016,18:10,Fremantle,Geelong,Domain Stadium,61,78,9,7,11,12,3.42,1.31,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Sydney,14/07/2016,19:20,Sydney,Hawthorn,SCG,70,75,10,10,11,9,1.59,2.35,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-873151344&p_stn_num=066073
Melbourne,10/07/2016,16:40,Essendon,St Kilda,Etihad Stadium,98,109,14,14,17,7,6.15,1.12,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,10/07/2016,13:20,West Coast,North Melbourne,Domain Stadium,104,72,16,8,11,6,1.34,3.27,30,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Melbourne,10/07/2016,13:10,Carlton,Adelaide,MCG,47,107,7,5,16,11,5.72,1.14,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Darwin,9/07/2016,19:10,Melbourne,Fremantle,TIO Stadium,87,55,12,15,8,7,1.51,2.53,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-40163856&p_stn_num=014167
Melbourne,9/07/2016,19:25,Western Bulldogs,Richmond,Etihad Stadium,85,75,12,13,11,9,1.19,4.73,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Gold Coast,9/07/2016,16:35,Gold Coast,Brisbane,Metricon Stadium,139,113,22,7,17,11,1.19,4.73,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-326713690&p_stn_num=040416
Homebush,9/07/2016,13:40,GWS Giants,Collingwood,Spotless Stadium,93,125,14,9,19,11,1.1,6.84,16.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-871566312&p_stn_num=066013
Geelong,8/07/2016,19:50,Geelong,Sydney,Simonds Stadium,60,98,9,6,15,8,1.37,3.1,6.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1519465927&p_stn_num=087162
Adelaide,7/07/2016,19:20,Port Adelaide,Hawthorn,Adelaide Oval,79,101,12,7,15,11,2.16,1.69,1.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Melbourne,3/07/2016,15:20,Melbourne,Adelaide,MCG,98,120,15,8,18,12,3.59,1.29,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,2/07/2016,19:25,Carlton,Collingwood,MCG,45,57,6,9,8,9,2.48,1.54,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Sydney,2/07/2016,16:35,Sydney,Western Bulldogs,SCG,79,83,11,13,13,5,1.39,2.99,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-873151344&p_stn_num=066073
Gold Coast,2/07/2016,13:40,Gold Coast,St Kilda,Metricon Stadium,108,68,15,18,8,20,1.82,1.98,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-326713690&p_stn_num=040416
Adelaide,1/07/2016,19:20,Port Adelaide,Richmond,Adelaide Oval,94,56,14,10,8,8,1.35,3.22,2.5,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Perth,30/06/2016,18:10,West Coast,Essendon,Domain Stadium,130,52,20,10,7,10,1.01,15.93,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Launceston,26/06/2016,15:20,Hawthorn,Gold Coast,Aurora Stadium,86,60,12,14,8,12,1.04,9.61,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1658844915&p_stn_num=091072
Melbourne,25/06/2016,19:25,St Kilda,Geelong,Etihad Stadium,93,90,14,9,13,12,5.3,1.15,3,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Homebush,25/06/2016,16:35,GWS Giants,Carlton,Spotless Stadium,127,65,18,19,9,11,1.06,9.21,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-871566312&p_stn_num=066013
Melbourne,25/06/2016,13:40,Richmond,Brisbane,MCG,117,75,17,15,11,9,1.06,8.92,3,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,24/06/2016,19:50,Collingwood,Fremantle,MCG,85,37,12,13,5,7,1.83,1.96,16.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Adelaide,23/06/2016,19:20,Adelaide,North Melbourne,Adelaide Oval,100,67,12,28,10,7,1.27,3.77,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Melbourne,19/06/2016,16:40,Essendon,GWS Giants,Etihad Stadium,90,117,12,18,17,15,12.72,1.02,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Sydney,19/06/2016,13:10,Sydney,Melbourne,SCG,86,31,12,14,4,7,1.23,4.1,1.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-873151344&p_stn_num=066073
Melbourne,18/06/2016,19:25,Western Bulldogs,Geelong,Etihad Stadium,43,100,5,13,16,4,2.51,1.53,9.7,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,18/06/2016,14:35,Fremantle,Port Adelaide,Domain Stadium,86,69,12,14,9,15,2.41,1.57,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Brisbane,18/06/2016,13:40,Brisbane,West Coast,Gabba,82,131,12,10,20,11,7.95,1.08,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-334797792&p_stn_num=040913
Melbourne,17/06/2016,19:50,North Melbourne,Hawthorn,Etihad Stadium,84,93,11,18,14,9,3.41,1.32,5.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,13/06/2016,15:20,Melbourne,Collingwood,MCG,104,58,16,8,8,10,1.61,2.31,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Homebush,12/06/2016,16:40,GWS Giants,Sydney,Spotless Stadium,105,63,15,15,9,9,1.99,1.81,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-871566312&p_stn_num=066013
Melbourne,12/06/2016,15:20,Richmond,Gold Coast,MCG,114,97,17,12,15,7,1.17,5,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,12/06/2016,13:10,St Kilda,Carlton,Etihad Stadium,110,78,17,8,12,6,2.48,1.54,0.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,11/06/2016,17:40,West Coast,Adelaide,Domain Stadium,76,105,11,10,15,15,1.42,2.86,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Melbourne,11/06/2016,19:25,Geelong,North Melbourne,Etihad Stadium,105,74,15,15,12,2,1.89,1.9,2.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Brisbane,11/06/2016,16:35,Brisbane,Fremantle,Gabba,64,147,9,10,23,9,2.21,1.67,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-334797792&p_stn_num=040913
Adelaide,11/06/2016,13:10,Port Adelaide,Western Bulldogs,Adelaide Oval,97,100,14,13,15,10,1.7,2.14,2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Melbourne,10/06/2016,19:50,Essendon,Hawthorn,Etihad Stadium,43,151,6,7,23,13,12.24,1.03,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Adelaide,5/06/2016,16:10,Adelaide,St Kilda,Adelaide Oval,133,45,19,19,6,9,1.15,5.47,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Melbourne,5/06/2016,15:20,Western Bulldogs,West Coast,Etihad Stadium,83,75,12,11,11,9,1.76,2.04,4.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,5/06/2016,13:10,Collingwood,Port Adelaide,MCG,58,125,7,16,19,11,1.95,1.84,4.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,4/06/2016,17:40,Fremantle,Essendon,Domain Stadium,126,47,20,6,6,11,1.28,3.59,6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Gold Coast,4/06/2016,19:25,Gold Coast,Sydney,Metricon Stadium,41,79,6,5,11,13,6.11,1.12,94,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-326713690&p_stn_num=040416
Geelong,4/06/2016,16:35,Geelong,GWS Giants,Simonds Stadium,98,88,14,14,14,4,1.5,2.58,5.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1519465927&p_stn_num=087162
Melbourne,4/06/2016,14:10,Carlton,Brisbane,Etihad Stadium,102,64,16,6,9,10,1.25,3.88,7,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,4/06/2016,13:45,Hawthorn,Melbourne,MCG,82,64,11,16,10,4,1.24,3.97,7,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Hobart,3/06/2016,19:50,North Melbourne,Richmond,Blundstone Arena,124,54,18,16,7,12,1.56,2.43,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1768351258&p_stn_num=094030
Perth,29/05/2016,14:40,West Coast,Gold Coast,Domain Stadium,132,55,20,12,7,13,1.02,14.33,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Melbourne,29/05/2016,15:20,Collingwood,Western Bulldogs,MCG,53,74,7,11,11,8,2.79,1.44,3.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,29/05/2016,13:10,Carlton,Geelong,Etihad Stadium,104,85,16,8,12,13,7.61,1.09,3.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Adelaide,28/05/2016,19:10,Adelaide,GWS Giants,Adelaide Oval,107,85,15,17,13,7,1.92,1.88,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Melbourne,28/05/2016,19:25,Essendon,Richmond,MCG,67,105,10,7,16,9,5.41,1.15,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,28/05/2016,16:35,St Kilda,Fremantle,Etihad Stadium,101,67,15,11,10,7,1.3,3.6,0.6,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Alice Springs,28/05/2016,13:40,Melbourne,Port Adelaide,Traeger Park,76,121,10,16,18,13,2.02,1.79,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-48632698&p_stn_num=015590
Brisbane,28/05/2016,13:45,Brisbane,Hawthorn,Gabba,87,135,13,9,21,9,7.95,1.08,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-334797792&p_stn_num=040913
Sydney,27/05/2016,19:50,Sydney,North Melbourne,SCG,91,65,14,7,9,11,1.41,2.93,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-873151344&p_stn_num=066073
Melbourne,22/05/2016,16:40,St Kilda,Essendon,Etihad Stadium,109,63,16,13,9,9,1.18,4.84,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Homebush,22/05/2016,15:20,GWS Giants,Western Bulldogs,Spotless Stadium,98,73,15,8,10,13,1.39,3.01,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-871566312&p_stn_num=066013
Melbourne,22/05/2016,13:10,Melbourne,Brisbane,MCG,131,68,19,17,9,14,1.16,5.13,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,21/05/2016,17:40,Fremantle,Richmond,Domain Stadium,45,83,6,9,11,17,2.22,1.66,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Melbourne,21/05/2016,19:25,North Melbourne,Carlton,Etihad Stadium,113,46,17,11,6,10,1.24,4.07,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Adelaide,21/05/2016,16:05,Port Adelaide,West Coast,Adelaide Oval,86,94,13,8,14,10,2.62,1.49,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Gold Coast,21/05/2016,14:10,Gold Coast,Adelaide,Metricon Stadium,74,149,11,8,22,17,11.45,1.03,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-326713690&p_stn_num=040416
Melbourne,21/05/2016,13:45,Collingwood,Geelong,MCG,104,80,16,8,11,14,5.51,1.15,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,20/05/2016,19:50,Hawthorn,Sydney,MCG,55,69,7,13,10,9,1.81,1.99,1.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,15/05/2016,14:40,West Coast,St Kilda,Domain Stadium,132,29,20,12,3,11,1.16,5.22,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Melbourne,15/05/2016,15:20,Melbourne,Western Bulldogs,MCG,82,114,12,10,17,12,2.94,1.4,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,15/05/2016,13:10,Carlton,Port Adelaide,Etihad Stadium,93,91,14,9,13,13,2.36,1.58,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Brisbane,14/05/2016,19:25,Brisbane,Collingwood,Gabba,65,143,10,5,20,23,1.71,2.13,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-334797792&p_stn_num=040913
Melbourne,14/05/2016,19:25,Richmond,Sydney,MCG,101,100,14,17,15,10,3.55,1.3,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Homebush,14/05/2016,16:35,GWS Giants,Gold Coast,Spotless Stadium,149,58,22,17,9,4,1.05,10.34,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-871566312&p_stn_num=066013
Launceston,14/05/2016,14:10,Hawthorn,Fremantle,Aurora Stadium,116,75,17,14,11,9,1.09,7.31,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1658844915&p_stn_num=091072
Melbourne,14/05/2016,13:45,Essendon,North Melbourne,Etihad Stadium,60,74,8,12,10,14,10.13,1.05,0.2,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Adelaide,13/05/2016,19:20,Adelaide,Geelong,Adelaide Oval,72,98,11,6,13,20,1.89,1.91,0.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Adelaide,8/05/2016,16:10,Port Adelaide,Brisbane,Adelaide Oval,136,59,21,10,7,17,1.37,3.1,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-105924303&p_stn_num=023011
Melbourne,8/05/2016,15:20,St Kilda,North Melbourne,Etihad Stadium,75,82,11,9,11,16,3.53,1.3,6.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,7/05/2016,18:10,Fremantle,GWS Giants,Domain Stadium,77,95,11,11,14,11,3.35,1.33,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Melbourne,7/05/2016,19:25,Western Bulldogs,Adelaide,Etihad Stadium,123,108,18,15,17,6,1.73,2.12,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Gold Coast,7/05/2016,17:10,Gold Coast,Melbourne,Metricon Stadium,87,160,14,3,24,16,1.86,1.94,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-326713690&p_stn_num=040416
Sydney,7/05/2016,16:35,Sydney,Essendon,SCG,135,54,20,15,7,12,1.02,14.38,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-873151344&p_stn_num=066073
Geelong,7/05/2016,14:10,Geelong,West Coast,Simonds Stadium,123,79,18,15,12,7,1.5,2.58,0,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1519465927&p_stn_num=087162
Melbourne,7/05/2016,13:45,Collingwood,Carlton,MCG,84,99,12,12,15,9,1.54,2.47,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Melbourne,6/05/2016,19:50,Richmond,Hawthorn,MCG,90,136,13,12,21,10,4.12,1.24,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Perth,2/05/2016,14:40,West Coast,Collingwood,Domain Stadium,124,62,18,16,9,8,1.12,6.22,,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-16771239&p_stn_num=009151
Melbourne,1/05/2016,15:20,Carlton,Essendon,MCG,72,57,10,12,8,9,1.56,2.41,9.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1487214643&p_stn_num=086232
Brisbane,1/05/2016,13:10,Brisbane,Sydney,Gabba,94,97,14,10,15,7,5.11,1.17,1.4,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-334797792&p_stn_num=040913
Geelong,30/04/2016,19:25,Geelong,Gold Coast,Simonds Stadium,168,48,25,18,7,6,1.08,7.62,3.8,http://www.bom.gov.au/jsp/ncc/cdio/weatherData/av?p_nccObsCode=136&p_display_type=dailyDataFile&p_startYear=2016&p_c=-1519465927&p_stn_num=087162
